tour,year,season,event_completed,event_name,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,start_hole,teetime,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw,great_shots,poor_shots
pga,2022,2022,7/17/22,The Open Championship,"Hovland, Viktor",18841,T4,2,St. Andrews Links (Old Course),668,72,1,3:10 PM,66,1.506,1.418,2.154,0.647,4.219,5.724,307,0.688,0.833,0.667,22.749,43.4,4,1
pga,2022,2022,7/17/22,The Open Championship,"DeChambeau, Bryson",19841,T8,4,St. Andrews Links (Old Course),668,72,1,1:15 PM,66,0.387,1.329,1.143,0.816,3.288,3.675,298,0.812,1,1,,30.161,5,4
pga,2022,2022,7/17/22,The Open Championship,"McIlroy, Rory",10091,3,3,St. Andrews Links (Old Course),668,72,1,3:45 PM,66,0.652,2.625,0.615,1.446,4.686,5.337,326,0.625,0.889,0.6,48.939,36.412,4,3
pga,2022,2022,7/17/22,The Open Championship,"Fleetwood, Tommy",12294,T4,3,St. Andrews Links (Old Course),668,72,1,12:10 PM,66,3.968,-0.56,0.881,1.048,1.369,5.337,320.1,0.625,0.889,0.429,45.374,38.722,5,3
pga,2022,2022,7/17/22,The Open Championship,"McIlroy, Rory",10091,3,1,St. Andrews Links (Old Course),668,72,1,9:58 AM,66,3.499,0.962,0.272,1.966,3.2,6.699,325.2,0.562,0.778,0.833,42.972,38.429,7,3
pga,2022,2022,7/17/22,The Open Championship,"Molinari, Francesco",7655,T15,3,St. Andrews Links (Old Course),668,72,1,9:15 AM,66,3.717,0.907,0.935,-0.221,1.621,5.337,307.8,0.688,0.833,0.833,34.617,28.212,9,3
pga,2022,2022,7/17/22,The Open Championship,"Burmester, Dean",14424,T11,4,St. Andrews Links (Old Course),668,72,1,12:55 PM,66,0.299,1.984,0.263,1.129,3.376,3.675,317.6,0.688,0.889,0.429,55.514,25.315,6,2
pga,2022,2022,7/17/22,The Open Championship,"Hatton, Tyrrell",14796,T11,2,St. Andrews Links (Old Course),668,72,1,8:25 AM,66,1.695,1.166,1.002,1.861,4.03,5.724,308.8,0.688,0.889,0.75,34.135,35.189,6,2
pga,2022,2022,7/17/22,The Open Championship,"Higgo, Garrick",24342,T47,4,St. Andrews Links (Old Course),668,72,1,8:00 AM,66,1.361,1.365,0.197,0.752,2.314,3.675,314.9,0.688,0.944,0.4,14.886,36.752,7,3
pga,2022,2022,7/17/22,The Open Championship,"Garcia, Sergio",5689,T68,2,St. Andrews Links (Old Course),668,72,1,7:52 AM,66,0.981,1.706,1.513,1.524,4.743,5.724,302.3,0.688,0.889,0.75,51.432,25.439,7,3
pga,2023,2023,3/12/23,THE PLAYERS Championship,"Spieth, Jordan",14636,T19,3,TPC Sawgrass,11,72,10,10:41 AM,66,-0.708,0.91,2.425,0.947,4.281,3.573,283,0.571,0.889,0.5,20.064,26.657,3,3
pga,2023,2023,3/12/23,THE PLAYERS Championship,"Henley, Russell",14578,T19,3,TPC Sawgrass,11,72,10,12:31 PM,66,1.325,2.171,-0.405,0.483,2.248,3.573,274.7,0.714,0.611,0.778,73.846,29.539,6,2
pga,2023,2023,3/12/23,THE PLAYERS Championship,"Lee, Min Woo",16841,T6,3,TPC Sawgrass,11,72,1,12:31 PM,66,1.821,1.053,-0.835,1.535,1.752,3.573,296.9,0.643,0.722,0.75,103.295,36.698,6,4
pga,2023,2023,3/12/23,THE PLAYERS Championship,"Finau, Tony",11676,T19,3,TPC Sawgrass,11,72,10,11:36 AM,66,3.698,0.76,0.501,-1.385,-0.125,3.573,288.7,0.429,0.667,0.857,34.939,26.716,9,4
pga,2023,2023,3/12/23,THE PLAYERS Championship,"Montgomery, Taylor",25442,T44,3,TPC Sawgrass,11,72,1,10:30 AM,66,1.296,1.545,-0.114,0.847,2.277,3.573,280.6,0.571,0.667,0.889,52.53,43.076,6,1
pga,2023,2023,4/9/23,Masters Tournament,"Spieth, Jordan",14636,T4,4,Augusta National Golf Club,14,72,1,12:49 PM,66,1.994,0.766,2.955,1.285,5.006,7,300.7,0.857,0.722,0.4,86.389,31.439,8,3
pga,2020,2021,9/20/20,U.S. Open,"Imahira, Shugo",13485,61,4,Winged Foot GC,891,70,1,8:22 AM,82,-2.569,-2.581,-0.318,-1.631,-4.529,-7.098,270.4,0.571,0.5,0.308,53.583,44.518,1,11
pga,2020,2021,9/20/20,U.S. Open,"Bezuidenhout, Christiaan",18103,55,4,Winged Foot GC,891,70,1,10:34 AM,82,-3.206,-0.201,-1.82,-1.872,-3.892,-7.098,268.1,0.286,0.167,0.286,88.944,38.559,2,11
pga,2023,2023,7/23/23,The Open Championship,"Fitzpatrick, Alex",25362,T17,3,Royal Liverpool,724,71,1,12:05 PM,65,2.978,0.5,1.845,0.111,2.456,5.434,263.6,0.571,0.889,0.5,47.556,25.011,7,1
pga,2023,2023,7/23/23,The Open Championship,"Harman, Brian",8825,1,2,Royal Liverpool,724,71,1,8:47 AM,65,4.186,2.862,0.102,1.299,4.263,8.449,282.1,0.714,0.611,0.889,81,35.683,10,1
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Fitzpatrick, Matt",17646,5,1,TPC Sawgrass,11,72,1,1:29 PM,66,2.165,-1.13,1.853,2.643,3.366,5.531,298.8,0.786,0.722,0.75,4.342,34.67,7,2
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Taylor, Nick",13126,T26,1,TPC Sawgrass,11,72,10,8:57 AM,66,1.75,0.046,2.222,1.513,3.781,5.531,285.5,0.714,0.556,1,30.755,28.537,4,1
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Lowry, Shane",13900,T19,4,TPC Sawgrass,11,72,1,8:45 AM,66,1.219,0.566,3.241,0.07,3.877,5.096,294.3,0.643,0.778,0.75,19.055,29.468,6,2
pga,2024,2024,3/17/24,THE PLAYERS Championship,"English, Harris",14577,T19,4,TPC Sawgrass,11,72,1,8:35 AM,66,0.651,0.95,2.686,0.809,4.445,5.096,291.1,0.571,0.833,0.667,39.646,26.523,5,3
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Schenk, Adam",19477,T19,3,TPC Sawgrass,11,72,1,10:25 AM,66,0.331,0.589,1.845,1.522,3.956,4.288,282.7,0.786,0.833,0.714,59.385,25.759,7,1
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Ghim, Doug",24550,T16,3,TPC Sawgrass,11,72,1,11:50 AM,66,1.976,2.053,0.693,-0.435,2.311,4.288,285.2,0.643,0.611,1,48.196,27.914,7,2
pga,2024,2024,3/17/24,THE PLAYERS Championship,"Malnati, Peter",14926,T68,3,TPC Sawgrass,11,72,1,9:55 AM,66,3.589,-0.092,-0.07,0.86,0.698,4.288,290.8,0.429,0.778,0.857,70.398,41.398,5,3
pga,2024,2024,4/14/24,Masters Tournament,"Kim, Tom",24766,T30,4,Augusta National Golf Club,14,72,1,9:45 AM,66,0.535,1.201,3.55,1.197,5.948,6.483,302.9,0.929,0.833,0.6,81.673,33.324,7,3
pga,2024,2024,4/14/24,Masters Tournament,"Scheffler, Scottie",18417,1,1,Augusta National Golf Club,14,72,1,1:12 PM,66,0.774,2.905,2.356,1.392,6.653,7.427,308.4,0.857,0.722,0.778,62.689,33.871,7,1
pga,2024,2024,5/19/24,PGA Championship,"Matsuyama, Hideki",13562,T35,2,Valhalla Golf Club,671,71,1,3:11 PM,65,2.02,2.874,0.426,0.76,4.06,6.052,296.1,0.643,0.444,0.909,46.333,36.618,6,3
pga,2024,2024,5/19/24,PGA Championship,"Wallace, Matt",20706,T43,2,Valhalla Golf Club,671,71,10,2:22 PM,65,3.805,1.304,1.777,-0.806,2.275,6.052,288.1,0.714,0.611,1,114.25,25.516,7,2
pga,2024,2024,5/19/24,PGA Championship,"Theegala, Sahith",23014,T12,1,Valhalla Golf Club,671,71,10,8:58 AM,65,4.052,2.187,0.127,-0.09,2.224,6.276,289.9,0.571,0.722,0.875,47.8,34.467,4,2
pga,2024,2024,5/19/24,PGA Championship,"Burmester, Dean",14424,T12,2,Valhalla Golf Club,671,71,1,4:06 PM,65,0.041,1.266,2.803,1.97,6.039,6.052,304.6,0.643,0.778,0.833,31.444,28.119,6,2
pga,2024,2024,5/19/24,PGA Championship,"Noren, Alex",10419,T12,4,Valhalla Golf Club,671,71,1,11:25 AM,65,1.534,0.631,1.585,0.507,2.723,4.256,288,0.714,0.833,1,79.417,23.578,5,0
pga,2024,2024,5/19/24,PGA Championship,"Finau, Tony",11676,T18,1,Valhalla Golf Club,671,71,10,8:58 AM,65,3.369,-0.414,2.933,0.388,2.906,6.276,300.8,0.571,0.889,1,44.283,17.472,5,1
pga,2024,2024,5/19/24,PGA Championship,"Scheffler, Scottie",18417,T8,4,Valhalla Golf Club,671,71,1,12:15 PM,65,0.906,-0.224,3.341,0.234,3.351,4.256,296.4,0.5,0.833,0.5,16.695,21.604,5,2
pga,2024,2024,5/19/24,PGA Championship,"Hodges, Lee",25157,T12,2,Valhalla Golf Club,671,71,10,3:17 PM,65,2.463,0.619,3.497,-0.499,3.617,6.052,279.4,0.714,0.833,0.8,13.25,27.838,6,2
pga,2024,2024,5/19/24,PGA Championship,"Fleetwood, Tommy",12294,T26,4,Valhalla Golf Club,671,71,1,9:15 AM,65,4.116,2.26,-1.094,-1.025,0.141,4.256,292.1,0.571,0.5,0.917,49.267,31.648,5,3
pga,2024,2024,5/19/24,PGA Championship,"Hubbard, Mark",16333,T26,1,Valhalla Golf Club,671,71,1,2:56 PM,65,2.897,-0.065,2.439,1.005,3.378,6.276,292.3,0.786,0.667,0.75,92.875,24.327,7,3
pga,2024,2024,5/19/24,PGA Championship,"Schauffele, Xander",19895,1,4,Valhalla Golf Club,671,71,1,2:35 PM,65,1.477,-0.295,2.436,0.639,2.779,4.256,296.6,0.5,0.778,0.714,32.139,26.542,5,2
pga,2024,2024,5/19/24,PGA Championship,"DeChambeau, Bryson",19841,2,2,Valhalla Golf Club,671,71,1,3:44 PM,65,2.384,0.476,1.999,1.221,3.696,6.052,309.4,0.429,0.722,0.667,44.067,20.735,6,0
pga,2024,2024,5/19/24,PGA Championship,"Morikawa, Collin",22085,T4,2,Valhalla Golf Club,671,71,10,9:46 AM,65,1.095,1.502,2.695,0.789,4.985,6.052,276,0.786,0.722,0.833,27.167,28.823,6,1
pga,2017,2017,4/9/17,Masters Tournament,"Fowler, Rickie",12965,T11,2,Augusta National Golf Club,14,72,1,1:19 PM,67,,,,,,7.742,,,,,,,,
pga,2017,2017,4/9/17,Masters Tournament,"Kuchar, Matt",6169,T4,4,Augusta National Golf Club,14,72,1,1:45 PM,67,,,,,,4.868,,,,,,,,
pga,2017,2017,4/9/17,Masters Tournament,"Matsuyama, Hideki",13562,T11,4,Augusta National Golf Club,14,72,1,12:15 PM,67,,,,,,4.868,,,,,,,,
pga,2017,2017,4/9/17,Masters Tournament,"Rose, Justin",6093,2,3,Augusta National Golf Club,14,72,1,2:20 PM,67,,,,,,5.491,,,,,,,,
pga,2017,2017,5/14/17,THE PLAYERS Championship,"Hughes, Mackenzie",15556,T16,1,TPC Sawgrass,11,72,1,2:03 PM,67,2.344,0.075,2.474,0.925,3.475,5.819,279.8,0.714,0.722,0.857,31.646,33.276,8,3
pga,2017,2017,5/14/17,THE PLAYERS Championship,"McGirt, William",12477,T22,1,TPC Sawgrass,11,72,1,8:38 AM,67,1.046,0.703,3.671,0.398,4.773,5.819,273.8,0.786,0.778,0.75,38.974,24.138,6,3
pga,2017,2017,5/14/17,THE PLAYERS Championship,"Poulter, Ian",1435,T2,2,TPC Sawgrass,11,72,1,2:36 PM,67,0.452,1.941,2.672,1.115,5.73,6.182,279.5,0.714,0.778,0.833,51.18,28.756,6,2
pga,2017,2017,5/14/17,THE PLAYERS Championship,"Garcia, Sergio",5689,T30,3,TPC Sawgrass,11,72,1,11:10 AM,67,1.986,1.857,1.779,1.412,5.05,7.037,291.7,0.714,0.778,0.625,94.673,23.133,6,3
pga,2017,2017,5/14/17,THE PLAYERS Championship,"Kaufman, Smylie",18631,T12,2,TPC Sawgrass,11,72,10,8:49 AM,67,4.631,-1.018,1.74,0.828,1.551,6.182,270,0.857,0.667,0.667,52.625,25.046,6,1
pga,2017,2017,5/14/17,THE PLAYERS Championship,"Grillo, Emiliano",12808,11,3,TPC Sawgrass,11,72,1,11:30 AM,67,3.257,1.455,1.595,0.727,3.779,7.037,276.6,0.714,0.778,0.5,34.717,42.557,6,0
pga,2017,2017,5/14/17,THE PLAYERS Championship,"Fleetwood, Tommy",12294,T41,2,TPC Sawgrass,11,72,1,2:36 PM,67,2.484,0.683,1.39,1.623,3.698,6.182,288.3,0.643,0.667,0.778,57.799,35.253,7,0
pga,2020,2021,9/20/20,U.S. Open,"Poston, J.T.",21554,CUT,2,Winged Foot GC,891,70,10,12:21 PM,82,-2.877,-1.086,0.362,-3.147,-3.871,-6.748,285.7,0.5,0.333,0.111,88.648,34.865,2,12
pga,2022,2022,6/19/22,U.S. Open,"Morgan, Jediah",22738,CUT,1,The Country Club,654,70,10,12:30 PM,82,-3.24,-4.22,-1.06,-0.72,-5.99,-9.231,288,0.357,,,,,,
pga,2017,2017,6/18/17,U.S. Open,"Osborn, Garrett",12848,CUT,1,Erin Hills,236,72,1,8:57 AM,83,,,,,,-9.615,,,,,,,,
pga,2017,2017,6/18/17,U.S. Open,"Barron, Derek",16695,CUT,2,Erin Hills,236,72,10,8:57 AM,83,,,,,,-9.774,,,,,,,,
pga,2017,2017,6/18/17,U.S. Open,"Lee, Walker",23543,CUT,2,Erin Hills,236,72,10,2:42 PM,83,,,,,,-9.774,,,,,,,,
pga,2017,2017,6/18/17,U.S. Open,"Bryan, Wesley",21236,CUT,2,Erin Hills,236,72,1,7:29 AM,83,,,,,,-9.774,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Day, Jason",9771,T27,3,Royal Birkdale GC,541,70,1,10:30 AM,65,,,,,,4.026,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Leishman, Marc",7649,T6,4,Royal Birkdale GC,541,70,1,12:05 PM,65,,,,,,5.13,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Spieth, Jordan",14636,1,1,Royal Birkdale GC,541,70,1,9:47 AM,65,,,,,,6.923,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Spieth, Jordan",14636,1,3,Royal Birkdale GC,541,70,1,3:55 PM,65,,,,,,4.026,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Kuchar, Matt",6169,2,1,Royal Birkdale GC,541,70,1,1:37 PM,65,,,,,,6.923,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Southgate, Matthew",15191,T6,4,Royal Birkdale GC,541,70,1,11:55 AM,65,,,,,,5.13,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Schauffele, Xander",19895,T20,4,Royal Birkdale GC,541,70,1,9:25 AM,65,,,,,,5.13,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Koepka, Brooks",16243,T6,1,Royal Birkdale GC,541,70,1,10:09 AM,65,,,,,,6.923,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Stenson, Henrik",5994,T11,3,Royal Birkdale GC,541,70,1,1:10 PM,65,,,,,,4.026,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Hend, Scott",1888,T54,3,Royal Birkdale GC,541,70,1,10:00 AM,65,,,,,,4.026,,,,,,,,
pga,2017,2017,7/23/17,The Open Championship,"Norris, Shaun",7677,T62,3,Royal Birkdale GC,541,70,1,9:20 AM,65,,,,,,4.026,,,,,,,,
pga,2017,2017,8/13/17,PGA Championship,"Thomas, Justin",14139,1,2,Quail Hollow-PGA Championship,241,71,1,1:15 PM,66,3.392,2.083,1.16,0.965,4.209,7.601,304.7,0.571,0.667,0.714,136.505,29.479,9,1
pga,2017,2017,8/13/17,PGA Championship,"Day, Jason",9771,T9,2,Quail Hollow-PGA Championship,241,71,1,1:45 PM,66,3.363,0.309,1.549,2.379,4.238,7.601,317.7,0.5,0.667,0.667,47.55,30.307,8,1
pga,2017,2017,8/13/17,PGA Championship,"Fox, Ryan",11889,T54,2,Quail Hollow-PGA Championship,241,71,1,9:10 AM,66,0.935,1.125,3.447,2.093,6.666,7.601,314.1,0.714,0.778,0.6,26.088,20.796,10,3
pga,2020,2020,3/15/20,THE PLAYERS Championship,"Leishman, Marc",7649,T5,1,TPC Sawgrass,11,72,10,9:08 AM,67,1.817,0.616,0.611,1.26,2.488,4.301,,,,,,,,
pga,2020,2020,3/15/20,THE PLAYERS Championship,"Cantlay, Patrick",15466,T5,1,TPC Sawgrass,11,72,10,8:24 AM,67,0.653,0.07,1.948,1.633,3.652,4.301,,,,,,,,
pga,2020,2020,8/9/20,PGA Championship,"Li, Haotong",15310,T17,2,TPC Harding Park,895,70,1,7:11 AM,65,2.85,0.575,2.661,0.243,3.479,6.329,292.1,0.286,0.778,1,36.119,32.359,5,0
pga,2020,2020,8/9/20,PGA Championship,"Scheffler, Scottie",18417,T4,3,TPC Harding Park,895,70,1,1:20 PM,65,2.669,2.158,0.542,0.048,2.749,5.418,300.4,0.286,0.778,0.667,46.751,34.005,6,2
pga,2020,2020,8/9/20,PGA Championship,"Wolff, Matthew",25919,T4,4,TPC Harding Park,895,70,1,12:40 PM,65,-0.028,-0.768,2.968,2.082,4.281,4.253,314.4,0.714,0.722,0.571,25.423,18.678,8,6
pga,2020,2020,8/9/20,PGA Championship,"Day, Jason",9771,T4,1,TPC Harding Park,895,70,10,7:38 AM,65,1.796,0.008,3.031,1.28,4.319,6.115,298.2,0.643,0.722,1,36.842,26.605,3,0
pga,2020,2020,8/9/20,PGA Championship,"Johnson, Dustin",12422,T2,3,TPC Harding Park,895,70,1,2:00 PM,65,4.925,-0.022,-0.311,0.825,0.493,5.418,302.9,0.5,0.611,0.7,43.248,29.872,8,1
pga,2020,2020,8/9/20,PGA Championship,"Todd, Brendon",12425,T17,1,TPC Harding Park,895,70,10,2:15 PM,65,3.417,0.551,2.294,-0.147,2.698,6.115,277.2,0.571,0.667,0.714,68.347,27.276,7,0
pga,2020,2020,8/9/20,PGA Championship,"Morikawa, Collin",22085,1,3,TPC Harding Park,895,70,1,12:30 PM,65,4.566,-0.752,1.513,0.09,0.852,5.418,290.8,0.571,0.778,0.714,43.415,25.041,4,0
pga,2020,2021,9/20/20,U.S. Open,"Sabbatini, Rory",6283,T59,4,Winged Foot GC,891,70,1,8:22 AM,81,-2.975,-1.613,-0.378,-1.133,-3.123,-6.098,277.2,0.429,0.278,0.312,64.431,60.015,2,7
pga,2020,2021,9/20/20,U.S. Open,"Detry, Thomas",14181,T49,4,Winged Foot GC,891,70,1,11:07 AM,81,-3.817,0.173,-2.053,-0.402,-2.281,-6.098,284.3,0.286,0.222,0.412,82.377,50.034,4,9
pga,2020,2021,11/15/20,Masters Tournament,"Ancer, Abraham",18238,T13,2,Augusta National Golf Club,14,72,10,9:52 AM,67,,,,,,4.811,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Rose, Justin",6093,T23,1,Augusta National Golf Club,14,72,1,3:21 PM,67,,,,,,4.413,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Schauffele, Xander",19895,T17,1,Augusta National Golf Club,14,72,1,10:44 AM,67,,,,,,4.413,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"McIlroy, Rory",10091,T5,3,Augusta National Golf Club,14,72,1,10:20 AM,67,,,,,,4.767,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Smith, Cameron",15856,T2,1,Augusta National Golf Club,14,72,10,2:48 PM,67,,,,,,4.413,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Frittelli, Dylan",11955,T5,3,Augusta National Golf Club,14,72,1,11:15 AM,67,,,,,,4.767,,,,,,,,
pga,2020,2021,11/15/20,Masters Tournament,"Simpson, Webb",11049,T10,1,Augusta National Golf Club,14,72,10,7:21 AM,67,,,,,,4.413,,,,,,,,
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Hahn, James",11374,T41,2,TPC Sawgrass,11,72,1,8:24 AM,67,-0.13,0.705,3.232,1.232,5.169,5.039,287.1,0.714,0.889,1,53.142,28.984,4,4
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Hubbard, Mark",16333,CUT,2,TPC Sawgrass,11,72,1,8:35 AM,67,0.649,0.371,3.989,0.03,4.39,5.039,267,0.643,0.833,0.4,66.722,33.177,4,3
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Harman, Brian",8825,T3,1,TPC Sawgrass,11,72,1,12:16 PM,67,3.282,-0.032,2.076,1.48,3.523,6.805,288.8,0.786,0.778,0.6,102.198,26.561,4,0
pga,2021,2021,3/14/21,THE PLAYERS Championship,"DeChambeau, Bryson",19841,T3,3,TPC Sawgrass,11,72,1,1:30 PM,67,3.531,-0.046,-1.122,1.722,0.554,4.085,296.7,0.714,0.556,0.846,105.663,40.154,6,4
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Casey, Paul",7108,T5,2,TPC Sawgrass,11,72,1,1:22 PM,67,3.077,-0.258,2.336,-0.116,1.962,5.039,284.5,0.571,0.889,1,61.834,21.144,4,2
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Casey, Paul",7108,T5,3,TPC Sawgrass,11,72,1,12:50 PM,67,2.066,1.001,0.955,0.063,2.019,4.085,294.2,0.571,0.611,0.875,84.052,23.639,5,2
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Perez, Victor",20730,T9,4,TPC Sawgrass,11,72,1,11:35 AM,67,2.386,1.051,0.143,0.998,2.191,4.577,296.7,0.714,0.778,0.75,102.709,33.615,6,1
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Gooch, Talor",18580,T5,4,TPC Sawgrass,11,72,1,12:40 PM,67,0.19,0.295,3.77,0.323,4.387,4.577,282,0.429,0.722,0.5,62.514,23.591,6,1
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Hoffman, Charley",5768,T17,4,TPC Sawgrass,11,72,1,9:50 AM,67,0.477,-0.19,4.606,-0.315,4.1,4.577,294.2,0.286,0.889,0.4,29.519,17.012,8,4
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Berger, Daniel",17606,T9,4,TPC Sawgrass,11,72,1,11:15 AM,67,0.06,1.893,1.831,0.794,4.517,4.577,289,0.786,0.722,0.75,30.512,34.071,5,4
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Rahm, Jon",19195,T9,3,TPC Sawgrass,11,72,1,1:00 PM,67,1.472,-0.704,3.04,0.277,2.613,4.085,297.4,0.571,0.778,0.667,40.062,21.981,5,2
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Kim, Si Woo",14609,T9,3,TPC Sawgrass,11,72,1,11:15 AM,67,2.15,0.24,2.923,-1.228,1.935,4.085,285.4,0.357,0.778,0.833,67.508,34.48,7,2
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Kokrak, Jason",12337,T9,4,TPC Sawgrass,11,72,1,11:25 AM,67,0.467,1.014,1.655,1.442,4.11,4.577,300.5,0.643,0.722,0.714,37.06,21.344,5,2
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Ghim, Doug",24550,T29,2,TPC Sawgrass,11,72,10,12:05 PM,67,0.288,1.155,2.311,1.285,4.751,5.039,274.6,0.714,0.889,1,,31.177,3,1
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Higgs, Harry",14140,T29,3,TPC Sawgrass,11,72,1,8:05 AM,67,2.931,-0.339,0.907,0.586,1.154,4.085,294.9,0.571,0.722,0.6,44.37,26.15,4,1
pga,2021,2021,3/14/21,THE PLAYERS Championship,"Long, Adam",15473,T22,3,TPC Sawgrass,11,72,1,8:15 AM,67,1.203,0.45,1.628,0.804,2.882,4.085,278.8,0.786,0.778,0.714,46.129,29.773,6,2
pga,2021,2021,4/11/21,Masters Tournament,"DeChambeau, Bryson",19841,T46,2,Augusta National Golf Club,14,72,1,10:30 AM,67,2.024,-0.965,2.862,1.407,3.305,5.33,322.7,0.571,0.833,0.429,41.3,23.98,7,1
pga,2021,2021,4/11/21,Masters Tournament,"Leishman, Marc",7649,T5,2,Augusta National Golf Club,14,72,1,9:00 AM,67,0.982,0.406,3.214,0.727,4.347,5.33,300,0.714,0.722,0.857,37.328,24.221,3,0
pga,2021,2021,4/11/21,Masters Tournament,"Thomas, Justin",14139,T21,2,Augusta National Golf Club,14,72,1,10:42 AM,67,1.201,1.606,1.793,0.729,4.128,5.33,309.1,0.571,0.889,1,33.114,33.775,5,2
pga,2021,2021,5/23/21,PGA Championship,"Kim, Chan",15004,T23,4,Ocean Course at Kiawah Island,697,72,1,9:30 AM,67,0.12,1.146,2.711,1.689,5.547,5.667,309.6,0.643,0.722,0.5,118.226,31.307,8,3
pga,2021,2021,5/23/21,PGA Championship,"Rose, Justin",6093,T8,4,Ocean Course at Kiawah Island,697,72,1,10:20 AM,67,4.98,-1.026,0.414,1.298,0.687,5.667,298.8,0.714,0.722,0.857,43.14,32.884,5,1
pga,2021,2021,5/23/21,PGA Championship,"Conners, Corey",17576,T17,1,Ocean Course at Kiawah Island,697,72,1,1:03 PM,67,3.69,1.291,2.341,0.458,4.091,7.781,286.8,0.714,0.611,0.875,143.484,37.471,7,4
pga,2021,2021,7/18/21,The Open Championship,"Lowry, Shane",13900,T12,2,Royal St. George's GC,778,70,1,2:59 PM,65,,,,,,5.387,,,,,,,,
pga,2021,2021,7/18/21,The Open Championship,"Harman, Brian",8825,T19,1,Royal St. George's GC,778,70,1,9:36 AM,65,,,,,,5.955,,,,,,,,
pga,2021,2021,7/18/21,The Open Championship,"MacIntyre, Robert",23323,T8,3,Royal St. George's GC,778,70,1,10:20 AM,65,,,,,,5.844,,,,,,,,
pga,2021,2021,7/18/21,The Open Championship,"Spieth, Jordan",14636,2,1,Royal St. George's GC,778,70,1,9:25 AM,65,,,,,,5.955,,,,,,,,
pga,2021,2021,7/18/21,The Open Championship,"Oosthuizen, Louis",7672,T3,2,Royal St. George's GC,778,70,1,2:59 PM,65,,,,,,5.387,,,,,,,,
pga,2021,2021,7/18/21,The Open Championship,"Johnson, Dustin",12422,T8,2,Royal St. George's GC,778,70,1,3:21 PM,65,,,,,,5.387,,,,,,,,
pga,2021,2021,7/18/21,The Open Championship,"Koepka, Brooks",16243,T6,4,Royal St. George's GC,778,70,1,12:00 PM,65,,,,,,4.623,,,,,,,,
pga,2021,2021,7/18/21,The Open Championship,"English, Harris",14577,T46,2,Royal St. George's GC,778,70,1,3:43 PM,65,,,,,,5.387,,,,,,,,
pga,2021,2021,7/18/21,The Open Championship,"Fowler, Rickie",12965,T53,4,Royal St. George's GC,778,70,1,8:20 AM,65,,,,,,4.623,,,,,,,,
pga,2021,2021,7/18/21,The Open Championship,"Schauffele, Xander",19895,T26,4,Royal St. George's GC,778,70,1,9:30 AM,65,,,,,,4.623,,,,,,,,
pga,2021,2021,7/18/21,The Open Championship,"DeChambeau, Bryson",19841,T33,4,Royal St. George's GC,778,70,1,9:10 AM,65,,,,,,4.623,,,,,,,,
pga,2021,2021,7/18/21,The Open Championship,"Schmid, Matti",20722,T59,2,Royal St. George's GC,778,70,1,6:57 AM,65,,,,,,5.387,,,,,,,,
pga,2022,2022,3/13/22,THE PLAYERS Championship,"Lahiri, Anirban",12669,2,1,TPC Sawgrass,11,72,10,9:35 AM,67,1.43,-0.858,3.388,0.941,3.472,4.902,278.8,0.714,0.833,1,30.676,32.529,5,3
pga,2022,2022,3/13/22,THE PLAYERS Championship,"Lahiri, Anirban",12669,2,3,TPC Sawgrass,11,72,1,4:32 PM,67,3.471,-1.347,1.75,0.583,0.986,4.457,274.4,0.714,0.722,0.833,20.148,31.879,3,1
